Airport.Code,Airport.Name,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Total,Statistics.Minutes Delayed.Total
MCO,"Orlando, FL: Orlando International",798,3,77,86,2046,9488,122812
MDW,"Chicago, IL: Chicago Midway International",969,1,132,69,2070,7849,132889
MIA,"Miami, FL: Miami International",470,0,55,52,1287,6723,84823
MSP,"Minneapolis, MN: Minneapolis-St Paul International",873,3,96,110,2228,9892,155424
ORD,"Chicago, IL: Chicago O'Hare International",3333,6,230,1496,9004,25381,617288
PDX,"Portland, OR: Portland International",481,2,26,21,1142,4820,58670
PHL,"Philadelphia, PA: Philadelphia International",403,5,72,140,1544,6221,90944
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1413,7,60,147,3151,13804,160244
SAN,"San Diego, CA: San Diego International",819,5,40,73,1779,6742,92357
SEA,"Seattle, WA: Seattle/Tacoma International",708,4,45,35,2123,10141,103890
SFO,"San Francisco, CA: San Francisco International",1394,4,146,501,4560,14372,263334
SLC,"Salt Lake City, UT: Salt Lake City International",623,1,35,60,1391,9503,81921
TPA,"Tampa, FL: Tampa International",541,1,48,36,1223,5235,73123
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1837,2,179,146,4685,31798,293940
BOS,"Boston, MA: Logan International",1055,4,97,181,2652,10098,167541
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",903,2,126,92,1987,8173,129514
CLT,"Charlotte, NC: Charlotte Douglas International",538,1,68,135,1903,9213,104890
DCA,"Washington, DC: Ronald Reagan Washington National",365,0,56,170,1330,5996,76799
DEN,"Denver, CO: Denver International",1815,3,178,247,4826,20773,290213
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2540,7,204,594,5557,24466,358660
DTW,"Detroit, MI: Detroit Metro Wayne County",553,0,53,131,1364,9693,86607
EWR,"Newark, NJ: Newark Liberty International",799,2,98,477,2559,9847,189440
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",455,3,45,64,1549,5205,86742
IAD,"Washington, DC: Washington Dulles International",454,1,35,169,1107,5128,78762
IAH,"Houston, TX: George Bush Intercontinental/Houston",1372,1,109,262,3257,15611,194031
JFK,"New York, NY: John F. Kennedy International",765,5,75,326,2540,9085,190237
LAS,"Las Vegas, NV: McCarran International",1307,5,83,75,2724,12064,138569
LAX,"Los Angeles, CA: Los Angeles International",1777,8,151,208,4376,20370,246291
LGA,"New York, NY: LaGuardia",626,1,92,530,2241,9376,154102
MCO,"Orlando, FL: Orlando International",870,5,110,102,2570,9781,157808
MDW,"Chicago, IL: Chicago Midway International",892,5,51,62,1728,8204,94487
MIA,"Miami, FL: Miami International",558,4,61,59,1681,6956,97708
MSP,"Minneapolis, MN: Minneapolis-St Paul International",610,2,45,78,1572,10120,94531
ORD,"Chicago, IL: Chicago O'Hare International",2601,4,176,526,6148,25885,355350
PDX,"Portland, OR: Portland International",516,2,28,18,1015,5053,57451
PHL,"Philadelphia, PA: Philadelphia International",360,3,89,113,1496,6357,95097
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1415,4,77,178,3149,14270,165174
SAN,"San Diego, CA: San Diego International",758,2,32,76,1658,7193,90171
SEA,"Seattle, WA: Seattle/Tacoma International",850,4,51,34,2110,10747,109402
SFO,"San Francisco, CA: San Francisco International",1453,3,141,405,4358,14951,264139
SLC,"Salt Lake City, UT: Salt Lake City International",630,2,32,36,1361,10031,77515
TPA,"Tampa, FL: Tampa International",538,2,54,31,1378,5382,81836
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1769,1,141,287,4944,31608,353250
BOS,"Boston, MA: Logan International",737,12,71,65,1984,9932,108538
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",760,2,72,26,1643,7870,88795
CLT,"Charlotte, NC: Charlotte Douglas International",398,4,54,56,1373,9015,69556
DCA,"Washington, DC: Ronald Reagan Washington National",372,1,42,73,1221,6208,64076
DEN,"Denver, CO: Denver International",1723,2,109,205,4033,20184,237330
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2364,5,170,458,5220,24070,346106
DTW,"Detroit, MI: Detroit Metro Wayne County",565,3,49,58,1531,9556,95364
EWR,"Newark, NJ: Newark Liberty International",751,0,74,148,2145,9543,131706
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",326,4,31,19,1146,4770,58991
IAD,"Washington, DC: Washington Dulles International",426,2,40,51,1010,5060,62655
IAH,"Houston, TX: George Bush Intercontinental/Houston",1053,2,100,117,2711,14688,146719
JFK,"New York, NY: John F. Kennedy International",564,6,58,54,1990,9048,106326
LAS,"Las Vegas, NV: McCarran International",1015,2,72,45,2254,11862,112899
LAX,"Los Angeles, CA: Los Angeles International",1535,11,126,156,4104,19429,228568
LGA,"New York, NY: LaGuardia",596,2,78,208,2142,9252,124414
MCO,"Orlando, FL: Orlando International",655,6,73,31,2020,8969,109561
MDW,"Chicago, IL: Chicago Midway International",740,3,100,25,1785,7834,96072
MIA,"Miami, FL: Miami International",414,1,47,45,1242,6809,71955
MSP,"Minneapolis, MN: Minneapolis-St Paul International",622,7,67,47,1681,10069,99064
ORD,"Chicago, IL: Chicago O'Hare International",2986,3,191,951,8217,25717,562982
PDX,"Portland, OR: Portland International",359,1,24,23,833,5082,42004
PHL,"Philadelphia, PA: Philadelphia International",335,3,65,29,1287,6255,63105
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",997,4,51,104,2457,13564,125967
SAN,"San Diego, CA: San Diego International",636,2,28,45,1351,6928,69492
SEA,"Seattle, WA: Seattle/Tacoma International",694,8,43,43,1885,10991,89789
SFO,"San Francisco, CA: San Francisco International",1258,6,117,266,3705,14766,213593
SLC,"Salt Lake City, UT: Salt Lake City International",542,3,40,47,1254,10043,67718
TPA,"Tampa, FL: Tampa International",340,3,47,19,1054,4982,54339
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1965,1,97,136,5801,30198,312413
BOS,"Boston, MA: Logan International",378,3,33,69,1288,9105,68091
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",550,2,31,44,1216,7283,60259
CLT,"Charlotte, NC: Charlotte Douglas International",307,2,29,61,1306,9150,63228
DCA,"Washington, DC: Ronald Reagan Washington National",241,0,22,82,915,5991,45107
DEN,"Denver, CO: Denver International",1156,5,54,111,2881,18907,165681
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1951,5,95,195,4468,23023,254006
DTW,"Detroit, MI: Detroit Metro Wayne County",351,2,20,87,1074,8939,59793
EWR,"Newark, NJ: Newark Liberty International",512,1,48,107,1780,8640,96957
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",196,2,16,18,719,4065,31093
IAD,"Washington, DC: Washington Dulles International",329,0,27,46,870,4857,52256
IAH,"Houston, TX: George Bush Intercontinental/Houston",770,0,65,201,2338,13506,148756
JFK,"New York, NY: John F. Kennedy International",337,5,46,43,1534,8283,79574
LAS,"Las Vegas, NV: McCarran International",671,5,66,56,1758,11225,94230
LAX,"Los Angeles, CA: Los Angeles International",1000,6,59,133,2637,17585,135381
LGA,"New York, NY: LaGuardia",397,1,43,124,1416,8551,68993
MCO,"Orlando, FL: Orlando International",380,2,25,32,1250,7674,62666
MDW,"Chicago, IL: Chicago Midway International",450,1,63,334,1479,7411,90557
MIA,"Miami, FL: Miami International",209,2,22,26,863,6219,43392
MSP,"Minneapolis, MN: Minneapolis-St Paul International",371,1,26,81,1101,8851,59370
ORD,"Chicago, IL: Chicago O'Hare International",1829,9,115,1780,5724,24905,390547
PDX,"Portland, OR: Portland International",242,4,10,16,623,4191,32164
PHL,"Philadelphia, PA: Philadelphia International",232,2,28,38,1047,5822,51842
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",635,10,36,100,1698,12132,87737
SAN,"San Diego, CA: San Diego International",402,2,22,48,946,6228,45644
SEA,"Seattle, WA: Seattle/Tacoma International",476,3,25,25,1260,9314,64226
SFO,"San Francisco, CA: San Francisco International",939,9,69,200,3429,13871,192709
SLC,"Salt Lake City, UT: Salt Lake City International",382,3,25,31,906,9108,50464
TPA,"Tampa, FL: Tampa International",225,1,16,21,717,4572,33733
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2019,0,52,84,4762,31613,267929
BOS,"Boston, MA: Logan International",534,3,75,82,2163,9673,127528
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",587,2,14,23,1305,7603,58545
CLT,"Charlotte, NC: Charlotte Douglas International",398,3,19,55,1313,9746,59840
DCA,"Washington, DC: Ronald Reagan Washington National",353,1,26,70,1083,6511,51089
DEN,"Denver, CO: Denver International",1273,3,49,80,2990,19411,159506
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2392,4,167,498,5752,23523,385751
DTW,"Detroit, MI: Detroit Metro Wayne County",557,0,25,55,1448,9641,72714
EWR,"Newark, NJ: Newark Liberty International",539,0,30,49,1721,8631,98356
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",245,0,16,8,740,4525,34264
IAD,"Washington, DC: Washington Dulles International",442,1,18,27,1064,5055,59562
IAH,"Houston, TX: George Bush Intercontinental/Houston",972,1,51,191,2528,14757,164216
JFK,"New York, NY: John F. Kennedy International",441,1,35,30,1789,8636,92703
LAS,"Las Vegas, NV: McCarran International",738,4,23,36,1736,11782,80583
LAX,"Los Angeles, CA: Los Angeles International",1076,7,61,114,2950,18196,148777
LGA,"New York, NY: LaGuardia",568,1,47,148,2169,8985,116564
MCO,"Orlando, FL: Orlando International",496,5,17,17,1334,8401,65079
MDW,"Chicago, IL: Chicago Midway International",600,0,42,169,1938,7850,90605
MIA,"Miami, FL: Miami International",247,2,20,33,773,6394,42356
MSP,"Minneapolis, MN: Minneapolis-St Paul International",461,0,14,40,1341,9104,64674
ORD,"Chicago, IL: Chicago O'Hare International",2441,3,90,1000,9148,26310,587209
PDX,"Portland, OR: Portland International",252,1,6,7,692,4145,30841
PHL,"Philadelphia, PA: Philadelphia International",313,1,18,32,1293,6005,62217
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",716,3,16,78,1872,13346,85003
SAN,"San Diego, CA: San Diego International",422,0,15,48,1002,6528,46017
SEA,"Seattle, WA: Seattle/Tacoma International",449,2,25,26,1402,9232,62762
SFO,"San Francisco, CA: San Francisco International",987,3,70,180,3362,14489,201417
SLC,"Salt Lake City, UT: Salt Lake City International",352,0,11,25,876,9233,43142
TPA,"Tampa, FL: Tampa International",286,1,15,9,755,5001,37788
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1227,5,61,47,3420,29296,184228
BOS,"Boston, MA: Logan International",561,2,45,51,1602,9020,84844
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",509,0,15,54,1023,7096,52990
CLT,"Charlotte, NC: Charlotte Douglas International",370,2,22,63,1411,9180,60767
DCA,"Washington, DC: Ronald Reagan Washington National",336,1,30,67,1077,6388,52980
DEN,"Denver, CO: Denver International",1285,1,101,172,3317,17296,195671
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2128,4,115,330,4977,21671,312744
DTW,"Detroit, MI: Detroit Metro Wayne County",545,0,33,68,1413,8972,79494
EWR,"Newark, NJ: Newark Liberty International",512,0,44,124,1719,8925,109990
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",279,4,26,28,1043,5348,53730
IAD,"Washington, DC: Washington Dulles International",324,0,14,32,712,4412,47050
IAH,"Houston, TX: George Bush Intercontinental/Houston",724,0,53,71,2216,14046,113637
JFK,"New York, NY: John F. Kennedy International",395,1,20,50,1354,8067,74428
LAS,"Las Vegas, NV: McCarran International",738,1,37,29,1736,10689,76898
LAX,"Los Angeles, CA: Los Angeles International",1182,5,90,131,3124,17045,158608
LGA,"New York, NY: LaGuardia",496,0,65,209,2053,8821,117828
MCO,"Orlando, FL: Orlando International",457,7,31,40,1740,8894,91382
MDW,"Chicago, IL: Chicago Midway International",488,2,4,42,1002,7015,47753
MIA,"Miami, FL: Miami International",268,0,18,24,1133,6244,63009
MSP,"Minneapolis, MN: Minneapolis-St Paul International",530,3,46,109,1581,8280,91869
ORD,"Chicago, IL: Chicago O'Hare International",2160,4,96,438,5093,23564,297995
PDX,"Portland, OR: Portland International",312,0,8,16,774,3821,35648
PHL,"Philadelphia, PA: Philadelphia International",261,2,30,34,1128,5668,57201
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",653,4,21,52,1673,12581,75083
SAN,"San Diego, CA: San Diego International",478,1,21,44,983,6068,47517
SEA,"Seattle, WA: Seattle/Tacoma International",478,1,36,25,1532,8586,66701
SFO,"San Francisco, CA: San Francisco International",1005,0,101,257,3578,13243,237434
SLC,"Salt Lake City, UT: Salt Lake City International",452,1,17,55,1152,8457,64233
TPA,"Tampa, FL: Tampa International",320,0,28,25,1024,5369,56377
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1476,2,50,116,3770,30000,212463
BOS,"Boston, MA: Logan International",602,0,31,44,1912,8872,88951
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",648,1,11,34,1273,7382,60293
CLT,"Charlotte, NC: Charlotte Douglas International",370,5,7,43,1412,9506,57047
DCA,"Washington, DC: Ronald Reagan Washington National",352,3,18,66,1005,6460,43219
DEN,"Denver, CO: Denver International",1822,7,103,343,4411,18206,253825
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",3081,10,114,700,6509,23058,418431
DTW,"Detroit, MI: Detroit Metro Wayne County",491,0,23,78,1143,8696,63214
EWR,"Newark, NJ: Newark Liberty International",658,2,32,143,2753,9140,159313
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",355,4,11,20,1136,6034,55238
IAD,"Washington, DC: Washington Dulles International",360,1,10,35,937,4320,50832
IAH,"Houston, TX: George Bush Intercontinental/Houston",1133,0,45,110,3365,14143,175828
JFK,"New York, NY: John F. Kennedy International",511,5,33,33,2018,8590,103398
LAS,"Las Vegas, NV: McCarran International",1255,9,85,116,2965,10750,171640
LAX,"Los Angeles, CA: Los Angeles International",1918,7,99,262,5228,17822,279235
LGA,"New York, NY: LaGuardia",530,4,55,212,2387,9217,139379
MCO,"Orlando, FL: Orlando International",669,10,11,25,1935,9757,102931
MDW,"Chicago, IL: Chicago Midway International",644,4,16,42,1241,7189,58469
MIA,"Miami, FL: Miami International",435,2,18,30,1396,6888,75215
MSP,"Minneapolis, MN: Minneapolis-St Paul International",498,3,26,64,1339,8424,66523
ORD,"Chicago, IL: Chicago O'Hare International",2097,2,56,382,4763,23484,250923
PDX,"Portland, OR: Portland International",432,2,12,27,979,3896,48394
PHL,"Philadelphia, PA: Philadelphia International",301,2,24,30,1376,5729,67459
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1174,4,18,90,2971,13298,140241
SAN,"San Diego, CA: San Diego International",828,4,17,89,1746,6339,92118
SEA,"Seattle, WA: Seattle/Tacoma International",734,4,29,36,1914,8991,98745
SFO,"San Francisco, CA: San Francisco International",1468,2,150,810,5721,13827,462958
SLC,"Salt Lake City, UT: Salt Lake City International",644,2,28,95,1546,8825,84162
TPA,"Tampa, FL: Tampa International",401,1,17,12,1166,5776,57177
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1422,5,133,287,4331,29492,259410
BOS,"Boston, MA: Logan International",691,2,83,658,1970,8841,102289
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",550,1,31,163,1266,6913,61476
CLT,"Charlotte, NC: Charlotte Douglas International",386,4,41,165,1500,9351,67384
DCA,"Washington, DC: Ronald Reagan Washington National",371,4,52,306,1221,6680,64318
DEN,"Denver, CO: Denver International",1485,4,104,295,3885,17059,230061
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2232,13,130,570,5293,23173,336264
DTW,"Detroit, MI: Detroit Metro Wayne County",622,1,68,213,1704,9468,104524
EWR,"Newark, NJ: Newark Liberty International",595,3,58,674,1865,8705,111838
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",397,5,52,149,1414,7170,70782
IAD,"Washington, DC: Washington Dulles International",319,1,33,88,855,3700,52993
IAH,"Houston, TX: George Bush Intercontinental/Houston",842,1,84,182,2684,13378,148203
JFK,"New York, NY: John F. Kennedy International",616,2,53,469,2009,8461,119853
LAS,"Las Vegas, NV: McCarran International",803,3,72,94,1924,11614,101042
LAX,"Los Angeles, CA: Los Angeles International",1187,6,115,260,3024,17332,164438
LGA,"New York, NY: LaGuardia",641,4,85,848,2616,9512,157166
MCO,"Orlando, FL: Orlando International",692,4,64,188,2074,10075,115944
MDW,"Chicago, IL: Chicago Midway International",525,3,40,210,1240,6746,63428
MIA,"Miami, FL: Miami International",436,3,63,133,1448,6693,82303
MSP,"Minneapolis, MN: Minneapolis-St Paul International",518,3,60,118,1578,8906,97612
ORD,"Chicago, IL: Chicago O'Hare International",2439,7,136,1218,6551,23515,445150
PDX,"Portland, OR: Portland International",249,0,19,19,632,3636,33903
PHL,"Philadelphia, PA: Philadelphia International",313,1,42,310,1314,5784,72956
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",711,7,90,115,2226,13120,127496
SAN,"San Diego, CA: San Diego International",485,1,25,47,1030,6084,49728
SEA,"Seattle, WA: Seattle/Tacoma International",566,0,79,67,1544,8426,83748
SFO,"San Francisco, CA: San Francisco International",986,1,99,307,2850,12883,176783
SLC,"Salt Lake City, UT: Salt Lake City International",479,2,45,76,1191,8626,67026
TPA,"Tampa, FL: Tampa International",343,2,39,100,1118,5966,61030
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1742,1,273,1004,4662,27366,318276
BOS,"Boston, MA: Logan International",904,0,115,1123,2739,8383,179092
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",499,1,58,341,1152,6237,61277
CLT,"Charlotte, NC: Charlotte Douglas International",436,2,74,503,1503,8299,82707
DCA,"Washington, DC: Ronald Reagan Washington National",438,2,82,545,1365,6232,74330
